target_node_accession	transferred_cell_label	source_taxonomy	source_node_accession	algorithm_name	comment
CS202210140_29	VLMC	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:f6b98fd9f4		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_33	OPC	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:bdb83a819a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_34	OPC	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:bdb83a819a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_35	OPC	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:bdb83a819a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_36	OPC	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:bdb83a819a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_37	OPC	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:bdb83a819a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_38	OPC	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:bdb83a819a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_39	OPC	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:bdb83a819a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_41	Oligo	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:491edde6ce		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_45	Oligo	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:491edde6ce		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_46	Oligo	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:491edde6ce		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_47	Oligo	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:491edde6ce		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_48	Oligo	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:491edde6ce		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_49	Oligo	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:491edde6ce		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_50	Oligo	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:491edde6ce		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_51	Oligo	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:491edde6ce		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_53	Astro	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:e47396020a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_54	Astro	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:e47396020a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_55	Astro	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:e47396020a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_56	Astro	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:e47396020a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_57	Astro	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:e47396020a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_58	Astro	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:e47396020a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_59	Astro	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:e47396020a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_60	Astro	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:e47396020a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_61	Astro	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:e47396020a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_62	Astro	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:e47396020a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_63	Astro	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:e47396020a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_64	Astro	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:e47396020a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
CS202210140_65	Astro	https://purl.brain-bican.org/taxonomy/AIT_MTG/AIT_MTG.json	CrossArea_subclass:e47396020a		We performed PCA (50 components) on our full dataset, trained a random forest classifier (scikit-learn, class_ weight=‘balanced’, max_depth=50) on the MTG labels, and then predicted labels for all cells. We labeled each cluster with the mode of its constituent cells if two conditions were met: more than 0.8 of predicted labels matched the mode, and the mean probability of these pre- dictions was greater than 0.8.
